"County_Name","Sub-county_Name","Crop_Year","Season","Crop","Area","Production","cat_crop"
"Bomet","Sub-county_Name_BOMET EAST","2007","Winter","Crop_Korra","2671","6055","Crop_Korra"
"Isiolo","Sub-county_Name_ISIOLO","2006","Autumn","Crop_Cabbage","2574","3877","Crop_Cabbage"
"Embu","Sub-county_Name_RUNYENJES","2007","Spring","Crop_Onions","2552","2721","Crop_Onions"
"Siaya","Sub-county_Name_UGUNJA","2018","Short Rains","Crop_Bitter Gourd","521","3385","Crop_Bitter Gourd"
"Nakuru","Sub-county_Name_NAKURU TOWN EAST","2002","Short Rains","Crop_Turnip","7132","1014","Crop_Turnip"
"Machakos","Sub-county_Name_MASINGA","2016","Short Rains","Crop_Cabbage","6614","7485","Crop_Cabbage"
"Marsabit","Sub-county_Name_MOYALE","2008","Long Rains","Crop_Sapota","1804","3883","Crop_Sapota"
"Kisumu","Sub-county_Name_NYAKACH","2015","Spring","Crop_Mangoes","9184","3264","Crop_Mangoes"
"Elgeyo Marakwet","Sub-county_Name_KEIYO SOUTH","2021","Long Rains","Crop_Rapeseed & Mustard","4626","9898","Crop_Rapeseed & Mustard"
"Kakamega","Sub-county_Name_KHWISERO","2022","Short Rains","Crop_Onions","9684","4389","Crop_Onions"
"Kericho","Sub-county_Name_KIPKELION EAST","2014","Short Rains","Crop_Other Kharif pulses","9369","5329","Crop_Other Kharif pulses"
"West Pokot","Sub-county_Name_POKOT SOUTH","2011","Short Rains","Crop_Tomatoes","6080","4661","Crop_Tomatoes"
"Embu","Sub-county_Name_MBEERE NORTH","2005","Long Rains","Crop_Turnip","9282","4218","Crop_Turnip"
"Trans Nzoia","Sub-county_Name_KIMININI","2009","Spring","Crop_Mangoes","9733","9661","Crop_Mangoes"
"Lamu","Sub-county_Name_LAMU WEST","2010","Long Rains","Crop_Sorghum","3844","8290","Crop_Sorghum"
"Mombasa","Sub-county_Name_KISAUNI","2004","Long Rains","Crop_Bitter Gourd","5895","7213","Crop_Bitter Gourd"
"Baringo","Sub-county_Name_BARINGO SOUTH","1998","Long Rains","Crop_other oilseeds","3637","2685","Crop_other oilseeds"
"Narok","Sub-county_Name_TRANSMARA WEST","2013","Short Rains","Crop_Maize (Processed)","3423","1564","Crop_Maize (Processed)"
"Elgeyo Marakwet","Sub-county_Name_KEIYO SOUTH","2019","Spring","Crop_Horse-gram","8046","8447","Crop_Horse-gram"
"Nairobi","Sub-county_Name_STAREHE","2008","Long Rains","Crop_Chickpeas","3445","2478","Crop_Chickpeas"
"Bomet","Sub-county_Name_KONOIN","2024","Short Rains","Crop_Sapota","7702","1310","Crop_Sapota"
"Garissa","Sub-county_Name_HULUGHO","2004","Autumn","Crop_Bananas","4282","5147","Crop_Bananas"
"Garissa","Sub-county_Name_DAADAB","2010","Winter","Crop_Okra","9977","9005","Crop_Okra"
"Nyamira","Sub-county_Name_NYAMIRA NORTH","2013","Short Rains","Crop_Turnip","2025","7298","Crop_Turnip"
"Isiolo","Sub-county_Name_ISIOLO","2010","Spring","Crop_Oilseeds total","3924","4391","Crop_Oilseeds total"
"Kajiado","Sub-county_Name_LOITOKITOK","2008","Short Rains","Crop_Coriander","8319","3578","Crop_Coriander"
"Isiolo","Sub-county_Name_GARBATULLA","2004","Autumn","Crop_Onions","6649","5152","Crop_Onions"
"Narok","Sub-county_Name_TRANSMARA EAST","2018","Short Rains","Crop_Pineapples","5059","7919","Crop_Pineapples"
"Makueni","Sub-county_Name_MBOONI","2019","Spring","Crop_Mesta","7271","9129","Crop_Mesta"
"Tana River","Sub-county_Name_GARSEN","2024","Long Rains","Crop_Black Pepper","4019","7497","Crop_Black Pepper"
"Kisii","Sub-county_Name_SOUTH MUGIRANGO","2016","Short Rains","Crop_Cowpeas","1762","5517","Crop_Cowpeas"
"Trans Nzoia","Sub-county_Name_KIMININI","2013","Long Rains","Crop_Bananas","6685","9988","Crop_Bananas"
"Elgeyo Marakwet","Sub-county_Name_KEIYO NORTH","2010","Short Rains","Crop_Sapota","7663","4785","Crop_Sapota"
"Baringo","Sub-county_Name_BARINGO NORTH","1999","Winter","Crop_Bananas","4110","3721","Crop_Bananas"
"Migori","Sub-county_Name_SUNA EAST","2007","Long Rains","Crop_Sapota","2399","2222","Crop_Sapota"
"Homa Bay","Sub-county_Name_HOMABAY TOWN","2005","Long Rains","Crop_Cabbage","5369","8675","Crop_Cabbage"
"Kericho","Sub-county_Name_AINAMOI","2000","Long Rains","Crop_Cabbage","5292","4873","Crop_Cabbage"
"Nyeri","Sub-county_Name_KIENI WEST","2025","Winter","Crop_Onions","9484","8349","Crop_Onions"
"Busia","Sub-county_Name_TESO NORTH","2014","Long Rains","Crop_Tomatoes","852","4585","Crop_Tomatoes"
"Homa Bay","Sub-county_Name_KABONDO KASIPUL","2017","Short Rains","Crop_Pomegranates","7311","4965","Crop_Pomegranates"
"Lamu","Sub-county_Name_LAMU EAST","2006","Spring","Crop_Guar seed","5598","6628","Crop_Guar seed"
"Kiambu","Sub-county_Name_JUJA","2021","Short Rains","Crop_Cotton(lint)","2411","2496","Crop_Cotton(lint)"
"Laikipia","Sub-county_Name_LAIKIPIA NORTH","2002","Long Rains","Crop_Rice","6260","1327","Crop_Rice"
"Samburu","Sub-county_Name_SAMBURU NORTH","2003","Winter","Crop_Eggplant","7786","2464","Crop_Eggplant"
"Makueni","Sub-county_Name_KIBWEZI EAST","2021","Short Rains","Crop_Turmeric","1508","2290","Crop_Turmeric"
"Machakos","Sub-county_Name_MWALA","2015","Spring","Crop_Khesari","3928","4111","Crop_Khesari"
"Nyandarua","Sub-county_Name_OL KALOU","2020","Short Rains","Crop_Tobacco","4417","5156","Crop_Tobacco"
"Wajir","Sub-county_Name_WAJIR EAST","2019","Short Rains","Crop_Wheat","6513","3463","Crop_Wheat"
"Nandi","Sub-county_Name_ALDAI","2004","Winter","Crop_Mung Beans","4602","9973","Crop_Mung Beans"
"Nandi","Sub-county_Name_NANDI HILLS","2015","Long Rains","Crop_Jute","1056","4366","Crop_Jute"
"Isiolo","Sub-county_Name_MERTI","2000","Long Rains","Crop_Safflower","6502","4881","Crop_Safflower"
"Kirinyaga","Sub-county_Name_KIRINYAGA WEST","2010","Short Rains","Crop_Bitter Gourd","1066","7349","Crop_Bitter Gourd"
"Busia","Sub-county_Name_FUNYULA","2023","Spring","Crop_Drum Stick","3525","1698","Crop_Drum Stick"
"Elgeyo Marakwet","Sub-county_Name_KEIYO NORTH","2023","Long Rains","Crop_Cowpeas","946","9981","Crop_Cowpeas"
"Nyeri","Sub-county_Name_KIENI WEST","2018","Short Rains","Crop_Rapeseed & Mustard","6543","9190","Crop_Rapeseed & Mustard"
"Mombasa","Sub-county_Name_KISAUNI","2000","Spring","Crop_Garlic","4089","3895","Crop_Garlic"
"Kericho","Sub-county_Name_KIPKELION EAST","2000","Long Rains","Crop_Pulses total","1792","2034","Crop_Pulses total"
"Bungoma","Sub-county_Name_MT ELGON","2010","Winter","Crop_Cabbage","2019","9021","Crop_Cabbage"
"Homa Bay","Sub-county_Name_RANGWE","2011","Long Rains","Crop_Bananas","670","4999","Crop_Bananas"
"Nairobi","Sub-county_Name_DAGORETTI NORTH","2012","Spring","Crop_Snake Gourd","8216","7677","Crop_Snake Gourd"
"Marsabit","Sub-county_Name_SAKU","2012","Winter","Crop_Garlic","2894","9368","Crop_Garlic"
"Kiambu","Sub-county_Name_JUJA","2017","Long Rains","Crop_Cabbage","915","7740","Crop_Cabbage"
"Kiambu","Sub-county_Name_GATUNDU SOUTH","2015","Short Rains","Crop_Potatoes","2800","1917","Crop_Potatoes"
"Nandi","Sub-county_Name_TINDIRET","2021","Long Rains","Crop_Rapeseed & Mustard","1698","2782","Crop_Rapeseed & Mustard"
"Nairobi","Sub-county_Name_STAREHE","2023","Long Rains","Crop_Coriander","3221","2897","Crop_Coriander"
"Nairobi","Sub-county_Name_RUARAKA","2015","Long Rains","Crop_Tomatoes","1364","5678","Crop_Tomatoes"
"Nyamira","Sub-county_Name_NYAMIRA SOUTH","1999","Short Rains","Crop_Common Beans & Mung Beans (Vegetable)","3679","1212","Crop_Common Beans & Mung Beans (Vegetable)"
"Nyeri","Sub-county_Name_KIENI WEST","2014","Short Rains","Crop_Turmeric","6525","4298","Crop_Turmeric"
"Busia","Sub-county_Name_TESO SOUTH","2009","Short Rains","Crop_Cardamom","8073","2612","Crop_Cardamom"
"Nakuru","Sub-county_Name_RONGAI","2000","Autumn","Crop_Common Beans & Mung Beans (Vegetable)","8388","6042","Crop_Common Beans & Mung Beans (Vegetable)"
"Taita Taveta","Sub-county_Name_VOI","2020","Autumn","Crop_Horse-gram","7398","2861","Crop_Horse-gram"
"Kiambu","Sub-county_Name_LIMURU","2012","Long Rains","Crop_Rubber","7216","2596","Crop_Rubber"
"Nairobi","Sub-county_Name_ROYSAMBU","2006","Winter","Crop_Cowpeas","6480","6945","Crop_Cowpeas"
"Kwale","Sub-county_Name_MATUGA","1998","Winter","Crop_Cashew Nuts Raw","1951","4672","Crop_Cashew Nuts Raw"
"Bungoma","Sub-county_Name_KIMILILI","2014","Winter","Crop_Cashew Nuts Processed","6677","9938","Crop_Cashew Nuts Processed"
"Bomet","Sub-county_Name_SOTIK","2018","Long Rains","Crop_Common Beans & Mung Beans (Vegetable)","6496","8937","Crop_Common Beans & Mung Beans (Vegetable)"
"West Pokot","Sub-county_Name_WEST POKOT","2013","Short Rains","Crop_Khesari","8371","5198","Crop_Khesari"
"Vihiga","Sub-county_Name_UGENYA","2002","Long Rains","Crop_Tomatoes","5590","7065","Crop_Tomatoes"
"Taita Taveta","Sub-county_Name_TAVETA","2006","Short Rains","Crop_Sannhamp","3921","3427","Crop_Sannhamp"
"West Pokot","Sub-county_Name_CENTRAL POKOT","2020","Spring","Crop_Pigeon Peas","9756","2629","Crop_Pigeon Peas"
"Wajir","Sub-county_Name_TARBAJ","2007","Long Rains","Crop_Radish","6057","8098","Crop_Radish"
"Kajiado","Sub-county_Name_KAJIADO NORTH","2018","Spring","Crop_Coriander","6086","5693","Crop_Coriander"
"Kirinyaga","Sub-county_Name_MWEA WEST","2023","Spring","Crop_Ginger","4970","3739","Crop_Ginger"
"Meru","Sub-county_Name_TIGANIA EAST","2011","Short Rains","Crop_Common Beans & Mung Beans (Vegetable)","2028","2777","Crop_Common Beans & Mung Beans (Vegetable)"
"Bungoma","Sub-county_Name_BUMULA","2024","Short Rains","Crop_Dry Chillies","3623","4078","Crop_Dry Chillies"
"Meru","Sub-county_Name_IGEMBE CENTRAL","2002","Short Rains","Crop_Groundnuts","9502","1522","Crop_Groundnuts"
"Mombasa","Sub-county_Name_JOMVU","2014","Autumn","Crop_Peas (vegetable)","8772","5410","Crop_Peas (vegetable)"
"Nakuru","Sub-county_Name_GILGIL","2002","Long Rains","Crop_Maize (Processed)","9604","4053","Crop_Maize (Processed)"
"Wajir","Sub-county_Name_ELDAS","2015","Winter","Crop_Onions","2678","3717","Crop_Onions"
"Laikipia","Sub-county_Name_LAIKIPIA NORTH","2025","Winter","Crop_Potatoes","2949","7383","Crop_Potatoes"
"Meru","Sub-county_Name_IGEMBE CENTRAL","2009","Short Rains","Crop_Potatoes","2362","8042","Crop_Potatoes"
"Trans Nzoia","Sub-county_Name_CHERANGANY","2008","Autumn","Crop_Sannhamp","8850","8971","Crop_Sannhamp"
"Marsabit","Sub-county_Name_LAISAMIS","2003","Short Rains","Crop_Garlic","5295","9625","Crop_Garlic"
"Kilifi","Sub-county_Name_MAGARINI","2022","Spring","Crop_Onions","8021","8501","Crop_Onions"
